order_id,user_id,order_date,status,gross_amount,credit,currency,channel
O01018,U0186,2026/06/15,delivered,1254.47,0.0,INR,web
O01277,U0003,2025/03/30,delivered,721.89,0.0,INR,ios
O01578,U0201,2026-01-09,placed,38.92,7.78,USD,web
O01365,U0172,2026-03-01,returned,67.38,10.11,USD,web
O02045,U0256,2026-03-08,cancelled,729.65,72.97,INR,android
O01486,U0028,2026-04-16,delivered,6.24,0.0,USD,ios
O01113,U0001,2025-11-27,delivered,1021.88,0.0,INR,ios
O01785,U0244,2026-02-28,returned,62.25,0.0,USD,ios
O01057,U0157,2025-11-17,returned,5.65,0.0,USD,ios
O00467,U0340,2025-10-20,delivered,3430.04,171.5,INR,web
O01671,U0018,2026/07/08,delivered,56.93,2.85,USD,android
O01973,U0301,2026-03-21,placed,738.36,147.67,INR,web
O01751,U0302,2026-07-06,delivered,42.43,0.0,USD,ios
O01000,U0129,30-04-2026,delivered,370.95,18.55,INR,ios
O01837,U0269,2026-01-11,returned,728.93,145.79,INR,android
O01740,U0356,2026-05-26,placed,1886.0,188.6,INR,web
O00532,U0416,17-08-2025,delivered,32.68,0.0,USD,web
O00353,U0157,2026-06-11,shipped,24.72,3.71,USD,ios
O02115,U9720,2026-01-31,delivered,2752.35,0.0,INR,android
O01975,U0265,2026-07-15,delivered,652.39,0.0,INR,android
O00863,U0090,2025-07-16,delivered,57.38,2.87,USD,ios
O01547,U0298,2026-07-08,delivered,29.21,0.0,USD,web
O01464,U0241,22-01-2026,delivered,1895.41,0.0,INR,ios
O00777,U0063,07-02-2026,cancelled,9.39,1.88,USD,web
O00439,U0111,2025-09-25,placed,4.99,0.0,USD,web
O01716,U0109,2025-10-16,returned,63.37,0.0,USD,ios
O01034,U0397,08-06-2026,delivered,11.04,1.66,USD,android
O00225,U0238,2026-07-14,delivered,15.7,0.0,USD,web
O00577,U0384,2026-07-09,cancelled,28.82,0.0,USD,ios
O00450,U0415,2025/12/12,delivered,710.72,0.0,INR,web
O00267,U0261,2026-02-28,delivered,2251.52,450.3,INR,web
O01300,U0324,2026/03/20,delivered,8.52,0.0,USD,android
O01240,U0210,2026-02-15,cancelled,20.54,0.0,USD,android
O01079,U0159,19-06-2026,delivered,452.53,67.88,INR,android
O01957,U0131,2025-12-25,delivered,527.59,26.38,INR,android
O01898,U0066,2026/07/23,delivered,9.41,0.0,USD,ios
O01078,U0300,2025/03/16,placed,8.42,0.0,USD,ios
O01125,U0265,2025/06/13,delivered,4.99,0.0,USD,web
O01833,U0264,10-07-2026,delivered,66.43,3.32,USD,android
O02023,U0336,2026-03-25,shipped,485.47,0.0,INR,web
O00650,U0153,2025-05-24,placed,1127.07,0.0,INR,ios
O00906,U0154,2025/06/21,delivered,3591.06,179.55,INR,web
O01351,U0096,2026-07-22,delivered,942.66,0.0,INR,web
O00342,U0342,2026-04-01,delivered,470.75,70.61,INR,web
O00111,U0180,2025-03-25,cancelled,4.99,0.0,USD,ios
O01537,U0099,23-03-2026,delivered,58.96,2.95,USD,android
O01053,U0211,2026-05-13,delivered,5120.87,768.13,INR,ios
O00395,U0127,2026/04/15,delivered,3037.07,607.41,INR,android
O00701,U0408,2026-07-21,shipped,663.32,0.0,INR,web
O00511,U0255,01-08-2025,delivered,14.3,0.0,USD,web
O00018,U0187,2026-06-18,cancelled,30.01,6.0,USD,web
O00719,U0044,2026/06/19,delivered,3022.27,0.0,INR,android
O01826,U0242,2026-07-06,placed,353.67,53.05,INR,web
O01813,U0424,2025/05/25,delivered,40.81,0.0,USD,ios
O00243,U0310,2026-01-15,placed,1785.43,0.0,INR,web
O01369,U0423,2026-01-07,shipped,524.01,78.6,INR,android
O01828,U0200,2025-12-23,shipped,32.92,4.94,USD,android
O01661,U0329,2026-01-25,returned,483.91,0.0,INR,web
O01100,U0203,2026-07-16,cancelled,6.85,0.69,USD,web
O01120,U0257,2026-05-06,delivered,43.9,0.0,USD,ios
O02076,U0104,2025-04-03,delivered,353.67,70.73,INR,web
O02099,U0368,2026-03-09,delivered,1244.16,0.0,INR,web
O00602,U0340,2025-07-27,shipped,2634.12,0.0,INR,android
O00904,U0263,2025-07-13,returned,400.45,0.0,INR,web
O01198,U0351,2026/05/17,shipped,450.03,0.0,INR,ios
O00244,U0351,2026-05-17,delivered,357.6,17.88,INR,web
O01855,U0227,2026/05/20,cancelled,2844.44,0.0,INR,android
O00452,U0309,2025-11-30,placed,1808.29,0.0,INR,web
O02038,U0158,2025-12-18,delivered,27.3,0.0,USD,web
O00757,U0272,2026-01-29,returned,1026.74,0.0,INR,web
O00608,U0007,2026-02-19,cancelled,38.5,0.0,USD,android
O00779,U0087,19-04-2025,shipped,2672.26,0.0,INR,web
O00361,U0077,2025-11-12,delivered,8.71,0.44,USD,android
O00322,U0035,10-03-2026,delivered,6.81,0.0,USD,android
O01810,U0281,2026-02-05,cancelled,68.05,6.8,USD,web
O01449,U0169,2025-07-30,cancelled,484.62,0.0,INR,web
O01026,U0079,2026/04/03,delivered,1302.44,0.0,INR,ios
O01038,U0325,2026-01-30,delivered,14.76,0.0,USD,web
O00703,U0325,2026-04-17,placed,38.73,7.75,USD,ios
O00905,U0350,2026/06/25,returned,378.63,37.86,INR,web
O00349,U0258,2026/06/30,shipped,562.59,56.26,INR,web
O01005,U0024,2025-10-08,placed,388.56,0.0,INR,android
O01934,U0107,2026-03-29,cancelled,9.32,0.0,USD,web
O01327,U0242,2026/04/24,cancelled,4.99,0.0,USD,android
O00103,U0332,2025/09/25,returned,5.46,0.0,USD,ios
O00271,U0007,2026-04-02,delivered,326.86,0.0,INR,web
O01033,U0316,2026-05-12,shipped,9.26,0.0,USD,android
O01282,U0195,06-01-2026,placed,334.66,0.0,INR,web
O01412,U0367,2025-09-27,cancelled,1380.66,0.0,INR,android
O01333,U0244,19-02-2026,placed,10.71,0.0,USD,ios
O00791,U0268,13-10-2025,delivered,557.12,27.86,INR,android
O00348,U0063,2026-04-27,cancelled,969.63,0.0,INR,ios
O00523,U0428,2026/05/18,delivered,528.47,52.85,INR,web
O00988,U0051,2026-02-19,shipped,760.4,0.0,INR,web
O01310,U0327,2026-06-07,cancelled,2386.84,119.34,INR,ios
O00765,U0235,2026-03-14,placed,39.75,0.0,USD,web
O01605,U0125,2026-04-29,delivered,2527.73,0.0,INR,ios
O01608,U0223,29-04-2026,shipped,2434.9,0.0,INR,web
O01292,U0306,2026-05-29,delivered,64.55,0.0,USD,android
O00704,U0122,2026-06-20,cancelled,347.35,0.0,INR,android
O00660,U0250,2025-11-26,delivered,3033.03,303.3,INR,android
O01002,U0387,08-12-2025,delivered,6.13,0.31,USD,ios
O01150,U0354,2025-08-27,placed,779.33,38.97,INR,android
O00062,U0095,2025-12-12,cancelled,325.4,48.81,INR,android
O01516,U0154,2025-12-06,placed,31.28,0.0,USD,web
O00909,U0105,2026-03-05,shipped,8.91,0.0,USD,android
O01055,U0235,2026-03-02,cancelled,15.51,0.0,USD,ios
O01137,U0037,2026-07-17,delivered,67.05,0.0,USD,web
O00377,U0349,2025-12-11,returned,4.99,0.0,USD,web
O01307,U0041,26-11-2025,returned,459.58,45.96,INR,android
O01961,U0172,2025-07-19,placed,1162.28,0.0,INR,android
O01648,U0287,2025/10/07,cancelled,498.42,49.84,INR,web
O00966,U0260,2026-06-26,cancelled,315.4,63.08,INR,android
O01196,U0169,2026-05-06,delivered,368.65,0.0,INR,web
O01482,U0231,11-03-2026,delivered,3074.58,0.0,INR,ios
O01443,U0042,2025/12/06,delivered,988.96,0.0,INR,android
O00560,U0008,05-04-2026,delivered,758.67,0.0,INR,web
O00936,U0252,2026/05/14,delivered,767.91,0.0,INR,web
O00728,U0162,2026-06-06,delivered,1911.89,286.78,INR,ios
O01725,U0305,2026/07/16,returned,1892.05,378.41,INR,ios
O01814,U0018,2026-05-17,placed,8.7,0.0,USD,web
O00157,U0284,12-10-2025,delivered,60.63,0.0,USD,android
O00799,U0245,2026-05-21,shipped,367.49,0.0,INR,ios
O01242,U0056,2026/07/19,cancelled,4.99,0.25,USD,web
O00852,U0251,2026-05-12,placed,20.08,0.0,USD,web
O00510,U0333,2026-03-22,delivered,5729.16,0.0,INR,ios
O02044,U0307,22-07-2026,cancelled,892.51,0.0,INR,web
O00533,U0310,2025-08-24,delivered,6.62,0.66,USD,web
O01323,U0012,2025-11-25,placed,663.46,0.0,INR,android
O00046,U0399,2025-06-24,placed,5294.75,529.48,INR,web
O01354,U0116,2025-10-22,placed,1899.88,0.0,INR,android
O01929,U0242,2026-06-25,delivered,44.06,0.0,USD,web
O00994,U0067,2025/12/23,shipped,1175.28,117.53,INR,web
O01106,U0042,2026/05/08,placed,1778.32,0.0,INR,web
O00722,U0168,2026-06-05,returned,2736.65,136.83,INR,web
O00512,U0118,2026-01-03,delivered,4.99,0.0,USD,android
O00264,U0102,2025-11-27,shipped,29.19,0.0,USD,android
O00004,U0139,19-06-2026,returned,8.56,1.28,USD,web
O00076,U0399,2025/03/21,returned,29.04,0.0,USD,web
O00086,U0019,2026-02-12,shipped,451.26,0.0,INR,ios
O01941,U0163,2026/05/16,returned,32.93,0.0,USD,web
O02005,U0262,2026-01-06,delivered,1162.5,0.0,INR,web
O01499,U0103,2026-06-29,placed,545.17,0.0,INR,ios
O00504,U0261,2026/05/09,cancelled,5590.72,279.54,INR,web
O00543,U0140,2026-06-09,cancelled,1204.42,0.0,INR,ios
O01139,U0276,19-07-2026,cancelled,5239.77,261.99,INR,web
O01977,U0356,2026-05-28,placed,7.82,0.0,USD,android
O01669,U0122,2026-07-15,delivered,5741.9,0.0,INR,ios
O01350,U0049,2026-02-19,delivered,1986.66,0.0,INR,android
O00485,U0251,2026-03-25,delivered,3707.46,0.0,INR,ios
O00879,U0371,2025-11-14,delivered,571.7,0.0,INR,web
O01413,U0274,26-05-2026,delivered,1131.34,169.7,INR,web
O01024,U0066,2026-02-15,delivered,23.77,4.75,USD,ios
O01270,U0217,13-05-2026,shipped,44.53,0.0,USD,ios
O00784,U0221,2026-04-10,delivered,43.76,0.0,USD,web
O00934,U0065,30-03-2026,delivered,5.64,0.0,USD,web
O02110,U9187,2026-04-18,cancelled,463.65,0.0,INR,web
O01330,U0034,2026-05-02,delivered,833.11,0.0,INR,android
O00675,U0141,2026-07-04,cancelled,1831.11,91.56,INR,ios
O02049,U0315,30-06-2026,shipped,910.77,0.0,INR,ios
O00831,U0103,03-07-2026,placed,2260.57,0.0,INR,web
O00895,U0218,08-06-2025,shipped,8.08,0.0,USD,web
O01378,U0083,2025-12-01,cancelled,1226.03,245.21,INR,android
O00983,U0395,2025-08-02,delivered,799.15,0.0,INR,web
O00474,U0360,2026/06/26,placed,1901.19,0.0,INR,ios
O01594,U0192,2026-01-26,delivered,710.83,35.54,INR,web
O01593,U0346,2026-06-26,delivered,3640.97,0.0,INR,web
O00407,U0132,2026-02-04,delivered,3376.84,0.0,INR,android
O00231,U0297,2026-01-11,placed,2999.24,599.85,INR,web
O00673,U0297,2026-06-27,cancelled,629.73,0.0,INR,android
O00143,U0235,12-03-2026,delivered,5.82,0.0,USD,android
O01267,U0327,2026-07-12,cancelled,1140.71,0.0,INR,android
O01614,U0067,2026/01/03,delivered,27.63,0.0,USD,web
O01732,U0081,2026-04-14,shipped,32.11,3.21,USD,android
O01565,U0230,15-02-2026,shipped,4.99,0.0,USD,web
O00648,U0391,16-04-2026,cancelled,2444.5,0.0,INR,web
O01735,U0157,2026-04-16,placed,6.83,0.68,USD,web
O01321,U0235,21-03-2026,delivered,5.56,0.0,USD,web
O01480,U0363,2025-11-19,delivered,343.73,0.0,INR,ios
O02006,U0304,2026/06/20,delivered,466.97,0.0,INR,web
O00534,U0370,25-10-2025,placed,5003.0,500.3,INR,web
O00508,U0187,2025-09-09,cancelled,6.67,0.0,USD,web
O00860,U0105,2026-03-22,returned,11.55,0.0,USD,web
O00346,U0060,2026-06-28,shipped,550.84,0.0,INR,web
O01301,U0090,2026-01-08,delivered,4.99,1.0,USD,web
O00305,U0430,2026-05-28,returned,1829.59,274.44,INR,web
O00547,U0312,2026/06/17,shipped,4507.05,0.0,INR,android
O00569,U0106,2025-08-30,delivered,44.34,0.0,USD,web
O00740,U0233,2026/05/14,delivered,15.69,2.35,USD,ios
O01881,U0152,28-11-2025,delivered,28.53,2.85,USD,web
O01244,U0083,27-03-2026,shipped,821.17,0.0,INR,android
O00381,U0205,2025-10-23,delivered,5589.01,0.0,INR,web
O01397,U0342,2026/02/05,placed,3432.72,686.54,INR,ios
O00037,U0388,2026/06/24,placed,973.51,0.0,INR,web
O00758,U0225,2026-06-22,delivered,801.06,0.0,INR,android
O02011,U0134,2026-07-11,shipped,817.12,163.42,INR,ios
O00611,U0359,2026-04-09,cancelled,5074.63,0.0,INR,web
O01726,U0170,27-02-2026,returned,336.9,0.0,INR,android
O00869,U0176,2026/07/05,placed,3722.62,0.0,INR,web
O02060,U0308,2025/11/15,delivered,6.7,1.0,USD,web
O01518,U0057,29-06-2026,delivered,947.88,189.58,INR,ios
O02101,U9765,2026-03-01,returned,440.36,0.0,INR,web
O01363,U0161,2025-12-16,cancelled,3209.62,0.0,INR,ios
O00105,U0004,2026-06-23,placed,3271.38,0.0,INR,ios
O01131,U0357,2025-11-15,shipped,2637.34,0.0,INR,web
O00120,U0331,2025/12/03,returned,1777.46,0.0,INR,web
O00627,U0078,2025-09-09,placed,1837.22,0.0,INR,android
O01193,U0323,2025-07-06,delivered,532.61,0.0,INR,android
O01483,U0408,12-10-2025,delivered,2793.82,0.0,INR,ios
O00572,U0390,24-06-2026,delivered,27.75,2.78,USD,ios
O00493,U0411,2026-05-07,delivered,44.32,0.0,USD,ios
O01513,U0108,2026-03-04,delivered,4.99,0.5,USD,ios
O01731,U0298,2026/06/15,delivered,498.28,0.0,INR,android
O00449,U0019,2026-01-23,delivered,5.49,0.0,USD,web
O01127,U0314,2026-05-14,delivered,1766.77,88.34,INR,ios
O01347,U0008,2026-04-12,shipped,4647.14,0.0,INR,web
O01672,U0163,2026-04-28,returned,5.66,0.0,USD,ios
O00680,U0017,2026-07-10,shipped,2046.53,409.31,INR,android
O01506,U0421,2026-03-04,delivered,328.18,0.0,INR,web
O01752,U0421,2026/03/28,placed,5.43,0.0,USD,web
O00842,U0263,24-10-2025,delivered,784.7,0.0,INR,web
O01281,U0421,2026-01-05,placed,9.0,0.0,USD,web
O01508,U0082,18-06-2026,delivered,1640.91,82.05,INR,ios
O01370,U0310,2025-07-21,cancelled,2718.79,407.82,INR,web
O00058,U0360,2026-07-14,cancelled,8.01,0.0,USD,web
O01534,U0048,2026/07/13,returned,664.37,99.66,INR,android
O01177,U0167,23-03-2026,shipped,751.12,112.67,INR,web
O01869,U0079,2026-05-17,placed,498.05,0.0,INR,android
O00661,U0410,2026-06-17,delivered,12.03,0.0,USD,android
O01056,U0209,20-10-2025,delivered,3372.83,0.0,INR,web
O01320,U0263,2026/04/27,placed,1902.97,285.45,INR,web
O00433,U0127,2025/08/18,delivered,2482.84,0.0,INR,ios
O00751,U0396,2025-10-21,placed,355.64,0.0,INR,android
O01758,U0225,2026-07-10,delivered,764.2,0.0,INR,ios
O00770,U0150,2026/04/17,returned,542.14,0.0,INR,android
O01514,U0073,16-05-2026,cancelled,564.46,0.0,INR,web
O00145,U0026,2026-03-19,shipped,392.14,0.0,INR,android
O01947,U0431,2026-01-01,delivered,1024.35,102.44,INR,android
O01665,U0200,2026/05/28,delivered,68.56,0.0,USD,ios
O00948,U0230,2026/05/06,delivered,68.25,0.0,USD,web
O00385,U0213,2025-05-21,cancelled,7.61,0.0,USD,web
O01332,U0390,2025-11-20,delivered,28.88,0.0,USD,android
O01570,U0275,2026-04-07,delivered,3777.41,0.0,INR,android
O00702,U0243,11-06-2026,shipped,31.15,0.0,USD,web
O01689,U0287,2025-10-07,shipped,714.71,0.0,INR,ios
O00783,U0013,13-05-2026,placed,3433.58,0.0,INR,web
O01539,U0064,2026-05-18,returned,8.66,0.0,USD,ios
O00437,U0103,28-03-2026,delivered,462.16,0.0,INR,android
O01879,U0248,2025-11-21,delivered,792.71,0.0,INR,android
O00683,U0404,2026-01-25,delivered,661.11,0.0,INR,web
O01147,U0107,2025-09-04,delivered,4.99,0.0,USD,web
O00242,U0179,2025/05/16,delivered,1155.93,231.19,INR,web
O01974,U0283,2026-01-03,returned,41.66,0.0,USD,ios
O00283,U0168,2026-07-14,delivered,926.65,139.0,INR,web
O00739,U0193,2026-06-01,shipped,3539.91,0.0,INR,android
O01555,U0221,2026-04-08,shipped,336.08,67.22,INR,web
O00098,U0365,2026-06-26,cancelled,675.66,0.0,INR,android
O00055,U0155,2026-07-14,shipped,10.19,0.0,USD,ios
O00826,U0307,2026-01-25,placed,3641.68,0.0,INR,web
O01542,U0434,2026-07-19,returned,5.67,0.0,USD,web
O01660,U0182,2026-06-29,placed,1935.04,96.75,INR,web
O01962,U0128,16-11-2025,shipped,23.43,0.0,USD,android
O01763,U0037,16-07-2026,delivered,9.09,0.91,USD,ios
O02095,U0236,09-06-2026,placed,5027.74,0.0,INR,web
O00735,U0309,2026-01-05,delivered,9.86,0.0,USD,web
O00383,U0079,2026-01-16,shipped,674.67,0.0,INR,ios
O00640,U0080,2026/01/02,cancelled,2567.17,513.43,INR,web
O00663,U0366,2025-05-24,delivered,4.99,0.0,USD,web
O00388,U0376,2026-01-03,delivered,5649.24,0.0,INR,web
O00053,U0351,2026-05-29,delivered,1923.49,96.17,INR,web
O00897,U0429,2026-01-20,returned,780.46,78.05,INR,web
O01458,U0121,04-05-2026,cancelled,3242.04,0.0,INR,ios
O01445,U0121,2026-01-18,delivered,730.98,0.0,INR,web
O00410,U0149,2026-03-03,shipped,8.04,0.8,USD,web
O01058,U0082,16-07-2026,returned,899.58,134.94,INR,ios
O01290,U0352,2026-05-16,cancelled,343.44,0.0,INR,ios
O00990,U0098,10-08-2025,returned,31.0,1.55,USD,web
O00089,U0353,2026-04-17,delivered,2254.24,338.14,INR,ios
O00774,U0330,2026-05-23,shipped,3631.59,181.58,INR,web
O00556,U0414,19-05-2026,shipped,30.09,6.02,USD,web
O02117,U9351,06-08-2026,delivered,458.88,0.0,INR,ios
O01338,U0006,2026-05-19,delivered,821.45,0.0,INR,android
O01782,U0013,20-06-2026,shipped,4.99,0.25,USD,android
O00836,U0328,2026-06-28,delivered,4.99,0.0,USD,android
O01674,U0053,2025-10-26,delivered,55.65,0.0,USD,ios
O01207,U0229,07-11-2025,returned,28.82,1.44,USD,ios
O00386,U0249,2025-03-20,delivered,2019.68,0.0,INR,web
O00481,U0248,2026-04-06,delivered,5.73,0.0,USD,web
O00965,U0047,2025-10-07,delivered,487.46,97.49,INR,ios
O00213,U0013,2026/05/02,returned,363.9,0.0,INR,web
O00307,U0072,2026/03/03,shipped,631.51,0.0,INR,web
O01050,U0054,2026/03/03,returned,1349.14,0.0,INR,web
O01382,U0426,14-07-2025,delivered,2293.99,458.8,INR,ios
O01706,U0184,29-04-2026,placed,879.27,0.0,INR,android
O01087,U0426,2025/12/21,delivered,322.96,0.0,INR,ios
O00944,U0406,2026/05/24,shipped,5234.6,0.0,INR,android
O01664,U0107,2026-06-14,delivered,456.56,0.0,INR,ios
O01551,U0269,2026/04/24,shipped,1364.22,0.0,INR,web
O01745,U0399,22-06-2025,delivered,14.47,1.45,USD,android
O01581,U0299,2026-04-26,returned,977.87,0.0,INR,ios
O00833,U0009,2026/03/13,delivered,663.29,33.16,INR,web
O00652,U0076,17-06-2026,delivered,4.99,0.0,USD,web
O01367,U0120,2025/12/27,delivered,10.99,0.0,USD,android
O00235,U0194,2026-06-15,delivered,36.78,1.84,USD,android
O00840,U0147,2026-01-21,placed,1317.55,0.0,INR,web
O01917,U0103,2026-07-20,cancelled,4660.0,233.0,INR,ios
O00502,U0167,2026-06-26,cancelled,1780.7,0.0,INR,ios
O00398,U0429,2026-02-12,shipped,364.17,54.63,INR,web
O00982,U0142,2026-04-01,placed,44.44,0.0,USD,ios
O00252,U0353,2025-10-21,cancelled,952.75,95.28,INR,ios
O01419,U0266,2026-06-09,delivered,39.32,5.9,USD,android
O01744,U0243,2026-06-09,delivered,1026.39,0.0,INR,android
O01086,U0130,2026/04/29,placed,559.4,0.0,INR,ios
O00601,U0303,2026-06-27,placed,4884.05,732.61,INR,android
O00515,U0402,18-06-2026,shipped,4.99,0.0,USD,web
O00280,U0388,2026-01-30,delivered,908.84,0.0,INR,android
O01988,U0428,2026-05-24,cancelled,2583.92,387.59,INR,android
O00495,U0212,24-06-2026,delivered,3396.29,169.81,INR,android
O02114,U9309,2026-03-11,delivered,5.98,0.0,USD,web
O01884,U0102,2026/05/10,delivered,827.62,0.0,INR,web
O00755,U0196,11-05-2026,returned,1878.57,0.0,INR,ios
O02019,U0042,2026-07-21,shipped,702.48,0.0,INR,ios
O01775,U0148,2025-10-31,delivered,1298.28,0.0,INR,web
O00071,U0179,30-04-2026,delivered,1924.9,0.0,INR,android
O01379,U0275,2026/06/11,cancelled,2306.85,0.0,INR,android
O01305,U0312,2026-06-01,delivered,43.02,0.0,USD,ios
O01392,U0060,2026-03-09,delivered,876.12,0.0,INR,android
O01182,U0177,2026/04/28,shipped,1357.27,0.0,INR,android
O02085,U0256,2026-02-14,placed,3540.41,0.0,INR,web
O00718,U0281,2025-11-17,shipped,44.65,4.46,USD,web
O00316,U0222,2026-04-08,placed,40.66,0.0,USD,web
O01747,U0318,2026-06-22,returned,570.5,28.53,INR,ios
O01678,U0369,2026-04-25,delivered,1173.06,117.31,INR,android
O01959,U0119,2026-04-02,cancelled,2723.14,408.47,INR,web
O00870,U0304,2026-05-19,placed,2525.48,126.27,INR,android
O00484,U0283,2026-02-04,shipped,14.14,0.0,USD,web
O01185,U0296,2026-05-14,placed,1171.52,0.0,INR,android
O00685,U0301,02-07-2026,delivered,1303.96,0.0,INR,android
O01823,U0240,2025-11-07,cancelled,6.69,0.0,USD,ios
O01952,U0094,17-04-2026,cancelled,387.22,58.08,INR,android
O01469,U0254,2026/07/12,delivered,468.56,0.0,INR,android
O01029,U0263,2025-09-28,placed,366.4,0.0,INR,web
O01070,U0102,04-07-2026,delivered,1632.26,163.23,INR,web
O00599,U0193,2025/05/19,returned,1648.42,164.84,INR,web
O01101,U0321,2026-04-29,placed,3406.68,0.0,INR,android
O00775,U0394,2026-07-06,delivered,14.86,0.0,USD,ios
O01362,U0348,2026-07-16,delivered,394.56,0.0,INR,web
O01847,U0316,31-12-2025,delivered,21.65,3.25,USD,android
O00369,U0260,2025-11-17,delivered,3166.98,316.7,INR,ios
O00720,U0062,30-03-2026,cancelled,4.99,0.0,USD,ios
O01727,U0432,2026-04-15,shipped,44.54,0.0,USD,android
O01586,U0140,2026/06/20,shipped,1783.66,0.0,INR,web
O01871,U0006,2026-06-07,returned,1247.6,0.0,INR,ios
O00629,U0043,04-02-2026,delivered,5.74,0.0,USD,web
O02116,U9152,2026-03-11,delivered,734.97,0.0,INR,web
O01864,U0138,2026-06-26,delivered,392.26,39.23,INR,web
O01491,U0090,2026-06-12,delivered,2801.63,0.0,INR,web
O00108,U0240,07-01-2026,cancelled,3730.38,0.0,INR,android
O01017,U0338,2026/05/04,cancelled,505.26,0.0,INR,android
O01493,U0064,26-04-2026,cancelled,477.48,95.5,INR,web
O00838,U0288,2026-07-06,delivered,459.07,22.95,INR,ios
O01958,U0395,2026-01-12,delivered,573.02,0.0,INR,ios
O01343,U0240,2025-11-12,delivered,21.63,3.24,USD,android
O01559,U0386,2026-06-30,placed,1366.88,273.38,INR,web
O00834,U0216,2025/08/20,placed,40.27,0.0,USD,ios
O01095,U0031,15-06-2025,delivered,8.75,0.0,USD,android
O00469,U0294,2026-01-20,shipped,1305.37,0.0,INR,web
O00864,U0055,2026/02/18,placed,332.71,0.0,INR,web
O01009,U0122,19-07-2026,delivered,572.59,0.0,INR,android
O00916,U0133,05-10-2025,cancelled,674.41,0.0,INR,web
O01913,U0201,01-06-2026,delivered,1420.17,0.0,INR,web
O00593,U0349,2026-03-12,returned,6.66,0.0,USD,web
O00971,U0189,2026/07/13,delivered,4.99,0.0,USD,web
O00230,U0224,2026/06/25,shipped,2673.42,133.67,INR,web
O01359,U0121,2026-02-19,placed,515.01,25.75,INR,android
O00416,U0041,2026-05-13,cancelled,1427.81,0.0,INR,web
O01574,U0317,2025-07-06,delivered,1299.01,0.0,INR,web
O00455,U0108,2026-05-19,delivered,16.89,0.0,USD,android
O01964,U0010,2026-03-14,returned,11.71,0.0,USD,ios
O00563,U0212,2026-04-03,delivered,2704.49,0.0,INR,web
O02123,U9459,2025-11-23,cancelled,616.78,0.0,INR,web
O00478,U0278,2026/05/05,delivered,4508.06,0.0,INR,android
O01110,U0337,2025/11/04,delivered,5169.82,0.0,INR,android
O01342,U0313,2026-07-13,shipped,2357.57,0.0,INR,web
O00590,U0243,2026/07/12,cancelled,30.82,0.0,USD,android
O01896,U0352,2026/02/17,delivered,3734.46,0.0,INR,android
O00710,U0044,2026-07-06,returned,513.28,76.99,INR,web
O00679,U0351,29-04-2026,placed,390.94,78.19,INR,android
O01399,U0022,17-06-2026,delivered,2051.32,0.0,INR,ios
O00974,U0277,08-05-2025,delivered,539.15,0.0,INR,android
O01504,U0144,2026-02-20,shipped,3209.25,0.0,INR,ios
O00234,U0338,2026-03-16,delivered,790.49,0.0,INR,web
O00384,U0185,2026-03-13,delivered,1359.47,0.0,INR,android
O00837,U0391,2026-07-08,delivered,40.21,2.01,USD,web
O01576,U0129,2026-05-25,shipped,371.73,0.0,INR,ios
O01707,U0433,2025-10-26,returned,2761.4,0.0,INR,web
O00110,U0146,2026-07-23,shipped,2858.74,0.0,INR,ios
O02016,U0276,02-07-2026,cancelled,20.14,0.0,USD,ios
O01777,U0431,2026-03-14,placed,993.73,0.0,INR,web
O02064,U0015,2026-04-15,placed,4618.96,0.0,INR,ios
O00345,U0040,2026-04-15,returned,20.3,0.0,USD,web
O01226,U0050,2025/05/16,delivered,20.67,0.0,USD,web
O01309,U0021,18-03-2026,placed,1004.04,0.0,INR,android
O01352,U0353,2026/01/13,cancelled,3138.01,0.0,INR,web
O02021,U0067,28-03-2026,returned,44.22,4.42,USD,ios
O00771,U0120,2025-04-19,cancelled,67.4,0.0,USD,web
O01556,U0319,06-11-2025,delivered,959.99,96.0,INR,web
O00296,U0285,02-10-2025,cancelled,24.2,1.21,USD,android
O00489,U0429,2026-02-08,cancelled,5698.55,0.0,INR,web
O00226,U0219,2026-01-16,returned,40.9,0.0,USD,android
O01883,U0161,2025/05/14,delivered,3274.45,0.0,INR,android
O00206,U0007,2026/05/30,returned,1161.55,0.0,INR,android
O01188,U0211,2026-06-07,placed,397.63,39.76,INR,ios
O01273,U0432,2026-07-11,returned,381.27,0.0,INR,android
O01275,U0431,2026/03/24,delivered,1796.09,0.0,INR,android
O00371,U0007,2026-04-17,delivered,9.5,1.9,USD,web
O00093,U0120,2026-05-29,delivered,3770.91,754.18,INR,android
O02020,U0172,29-07-2025,delivered,38.28,1.91,USD,android
O01566,U0431,2026-01-17,returned,1923.93,0.0,INR,ios
O01274,U0042,2026-03-26,delivered,2038.39,0.0,INR,web
O00815,U0094,2026-07-22,placed,528.54,0.0,INR,web
O01626,U0112,2025-08-09,shipped,1641.29,82.06,INR,android
O00862,U0110,2026-07-04,delivered,21.7,4.34,USD,android
O01602,U0358,2026-06-03,delivered,705.67,0.0,INR,web
O01262,U0287,2026-06-30,delivered,656.91,98.54,INR,android
O01019,U0253,27-11-2025,returned,4574.34,0.0,INR,ios
O00468,U0247,09-04-2026,cancelled,2860.64,0.0,INR,web
O01167,U0153,2025-09-30,delivered,2812.63,0.0,INR,web
O00490,U0226,2026-02-20,delivered,37.54,1.88,USD,web
O00269,U0410,2026-03-01,delivered,835.87,167.17,INR,ios
